中文名,英文名,等级,等级内序号,海克斯名称
英勇投弹手,Corki,黄金,32,回力OK镖
英勇投弹手,Corki,黄金,33,古式佳酿
英勇投弹手,Corki,黄金,34,循环往复
英勇投弹手,Corki,黄金,35,面包和黄油
英勇投弹手,Corki,黄金,36,神射法师
英勇投弹手,Corki,黄金,37,面包和果酱
英勇投弹手,Corki,黄金,38,面包和奶酪
英勇投弹手,Corki,黄金,39,杀戮时间到了
英勇投弹手,Corki,黄金,40,神圣干预
英勇投弹手,Corki,黄金,41,作弊：我能回城！
英勇投弹手,Corki,黄金,42,夜狩
英勇投弹手,Corki,黄金,43,心灵净化
英勇投弹手,Corki,黄金,44,最终都市列车
英勇投弹手,Corki,黄金,45,祖母的辣椒油
英勇投弹手,Corki,黄金,46,咏叹奏鸣
英勇投弹手,Corki,白银,1,灵巧
英勇投弹手,Corki,白银,2,炼狱龙魂
英勇投弹手,Corki,白银,3,残暴之力
英勇投弹手,Corki,白银,4,台风
英勇投弹手,Corki,白银,5,渴血
英勇投弹手,Corki,白银,6,升级：收集者
英勇投弹手,Corki,白银,7,双生火焰
英勇投弹手,Corki,白银,8,狂热者
英勇投弹手,Corki,白银,9,由暴生急
英勇投弹手,Corki,白银,10,大力
英勇投弹手,Corki,白银,11,点亮他们！
英勇投弹手,Corki,白银,12,会心防御
英勇投弹手,Corki,白银,13,万用瞄准镜
英勇投弹手,Corki,白银,14,魔法转物理
英勇投弹手,Corki,白银,15,质变：黄金阶
英勇投弹手,Corki,白银,16,速度恶魔
英勇投弹手,Corki,白银,17,负重爆气
英勇投弹手,Corki,白银,18,霸符兄弟
英勇投弹手,Corki,白银,19,侵蚀
英勇投弹手,Corki,白银,20,由心及物
英勇投弹手,Corki,白银,21,海洋龙魂
英勇投弹手,Corki,白银,22,家园卫士
英勇投弹手,Corki,白银,23,终极不可阻挡
英勇投弹手,Corki,白银,24,练腿日
英勇投弹手,Corki,白银,25,刃下生风
英勇投弹手,Corki,白银,26,活力再生
英勇投弹手,Corki,白银,27,逃跑计划
英勇投弹手,Corki,白银,28,海克斯科技龙魂
英勇投弹手,Corki,白银,29,注魔
诺克萨斯之手,Darius,棱彩,1,歌利亚巨人
诺克萨斯之手,Darius,棱彩,2,珠光护手
诺克萨斯之手,Darius,棱彩,3,最终形态
诺克萨斯之手,Darius,棱彩,4,飞身踢
诺克萨斯之手,Darius,棱彩,5,利刃华尔兹
诺克萨斯之手,Darius,棱彩,6,炼狱导管
诺克萨斯之手,Darius,棱彩,7,秘术冲拳
诺克萨斯之手,Darius,棱彩,8,慢炖
诺克萨斯之手,Darius,棱彩,9,战争交响乐
诺克萨斯之手,Darius,棱彩,10,踢踏舞
诺克萨斯之手,Darius,棱彩,11,质变：混沌
诺克萨斯之手,Darius,棱彩,12,砍伤
诺克萨斯之手,Darius,棱彩,13,任务：艾卡西亚的陷落
诺克萨斯之手,Darius,棱彩,14,无限循环往复
诺克萨斯之手,Darius,棱彩,15,巨像的勇气
诺克萨斯之手,Darius,棱彩,16,量子计算
诺克萨斯之手,Darius,棱彩,17,巨人杀手
诺克萨斯之手,Darius,棱彩,18,小丑学院
诺克萨斯之手,Darius,棱彩,19,蛋白粉奶昔
诺克萨斯之手,Darius,棱彩,20,史上最大雪球
诺克萨斯之手,Darius,棱彩,21,舞会女王
诺克萨斯之手,Darius,棱彩,22,扳机炼狱
诺克萨斯之手,Darius,黄金,1,星界躯体
诺克萨斯之手,Darius,黄金,2,魔鬼之舞
诺克萨斯之手,Darius,黄金,3,裁决使
诺克萨斯之手,Darius,黄金,4,坚韧
诺克萨斯之手,Darius,黄金,5,穿针引线
诺克萨斯之手,Darius,黄金,6,会心治疗
诺克萨斯之手,Darius,黄金,7,任务：钢化你心
诺克萨斯之手,Darius,黄金,8,质变：棱彩阶
诺克萨斯之手,Darius,黄金,9,罪恶快感
诺克萨斯之手,Darius,黄金,10,升级：狂妄
诺克萨斯之手,Darius,黄金,11,吸血习性
诺克萨斯之手,Darius,黄金,12,坦克引擎
诺克萨斯之手,Darius,黄金,13,缩小引擎
诺克萨斯之手,Darius,黄金,14,吞噬灵魂
诺克萨斯之手,Darius,黄金,15,关键暴击
诺克萨斯之手,Darius,黄金,16,古式佳酿
诺克萨斯之手,Darius,黄金,17,循环往复
诺克萨斯之手,Darius,黄金,18,更万用的瞄准镜
诺克萨斯之手,Darius,黄金,19,灵魂虹吸
诺克萨斯之手,Darius,黄金,20,易损
诺克萨斯之手,Darius,黄金,21,面包和黄油
诺克萨斯之手,Darius,黄金,22,不动如山
诺克萨斯之手,Darius,黄金,23,圣火
诺克萨斯之手,Darius,黄金,24,神圣干预
诺克萨斯之手,Darius,黄金,25,升级：雪球
诺克萨斯之手,Darius,黄金,26,升级：无尽之刃
诺克萨斯之手,Darius,黄金,27,雪球扭蛋机
诺克萨斯之手,Darius,黄金,28,心灵净化
诺克萨斯之手,Darius,黄金,29,弹球
诺克萨斯之手,Darius,黄金,30,捐赠
诺克萨斯之手,Darius,黄金,31,红包
诺克萨斯之手,Darius,黄金,32,最终都市列车
诺克萨斯之手,Darius,黄金,33,咏叹奏鸣
诺克萨斯之手,Darius,黄金,34,尖端发明家
诺克萨斯之手,Darius,黄金,35,黎明使者的坚决
诺克萨斯之手,Darius,黄金,36,虚幻武器
诺克萨斯之手,Darius,黄金,37,无休回复
诺克萨斯之手,Darius,黄金,38,闪现向前
诺克萨斯之手,Darius,黄金,39,面包和奶酪
诺克萨斯之手,Darius,黄金,40,作弊：我能回城！
诺克萨斯之手,Darius,黄金,41,生机迸发
诺克萨斯之手,Darius,黄金,42,升级：耀光
诺克萨斯之手,Darius,白银,1,残暴之力
诺克萨斯之手,Darius,白银,2,扇巴掌
诺克萨斯之手,Darius,白银,3,渴血
诺克萨斯之手,Darius,白银,4,重量级打击手
诺克萨斯之手,Darius,白银,5,速度恶魔
诺克萨斯之手,Darius,白银,6,大力
诺克萨斯之手,Darius,白银,7,侵蚀
诺克萨斯之手,Darius,白银,8,急救用具
诺克萨斯之手,Darius,白银,9,冰霜 幽灵
诺克萨斯之手,Darius,白银,10,炼狱龙魂
诺克萨斯之手,Darius,白银,11,山脉龙魂
诺克萨斯之手,Darius,白银,12,自我毁灭
诺克萨斯之手,Darius,白银,13,魔法转物理
诺克萨斯之手,Darius,白银,14,旋转至胜
诺克萨斯之手,Darius,白银,15,质变：黄金阶
诺克萨斯之手,Darius,白银,16,练腿日
诺克萨斯之手,Darius,白银,17,逃跑计划
诺克萨斯之手,Darius,白银,18,负重爆气
诺克萨斯之手,Darius,白银,19,俯冲轰炸
诺克萨斯之手,Darius,白银,20,恶趣味
诺克萨斯之手,Darius,白银,21,海洋龙魂
诺克萨斯之手,Darius,白银,22,终极不可阻挡
诺克萨斯之手,Darius,白银,23,升级：献祭
诺克萨斯之手,Darius,白银,24,升级：收集者
诺克萨斯之手,Darius,白银,25,杀意翻涌
皎月女神,Diana,棱彩,1,尤里卡
皎月女神,Diana,棱彩,2,珠光护手
皎月女神,Diana,棱彩,3,任务：沃格勒特的巫师帽
皎月女神,Diana,棱彩,4,小丑学院
皎月女神,Diana,棱彩,5,最终形态
皎月女神,Diana,棱彩,6,全凭身法
皎月女神,Diana,棱彩,7,大地苏醒
皎月女神,Diana,棱彩,8,炼狱导管
皎月女神,Diana,棱彩,9,终极刷新
皎月女神,Diana,棱彩,10,巨人杀手
皎月女神,Diana,棱彩,11,质变：混沌
皎月女神,Diana,棱彩,12,无限循环往复
皎月女神,Diana,棱彩,13,舞会女王
皎月女神,Diana,棱彩,14,虚空裂隙
皎月女神,Diana,棱彩,15,利刃华尔兹
皎月女神,Diana,棱彩,16,你摸不到
皎月女神,Diana,棱彩,17,歌利亚巨人
皎月女神,Diana,棱彩,18,量子计算
皎月女神,Diana,棱彩,19,踢踏舞
皎月女神,Diana,棱彩,20,精怪魔法
皎月女神,Diana,棱彩,21,史上最大雪球
皎月女神,Diana,棱彩,22,不祥契约
皎月女神,Diana,棱彩,23,终极唤醒
皎月女神,Diana,棱彩,24,神圣雪球
皎月女神,Diana,棱彩,25,和我一起困在这里
皎月女神,Diana,棱彩,26,当心小蛋糕！
皎月女神,Diana,棱彩,27,飞身踢
皎月女神,Diana,黄金,1,裁决使
皎月女神,Diana,黄金,2,有始有终
皎月女神,Diana,黄金,3,狂徒豪气
皎月女神,Diana,黄金,4,穿针引线
皎月女神,Diana,黄金,5,神射法师
皎月女神,Diana,黄金,6,魔法飞弹
皎月女神,Diana,黄金,7,超强大脑
皎月女神,Diana,黄金,8,杀戮时间到了
皎月女神,Diana,黄金,9,质变：棱彩阶
皎月女神,Diana,黄金,10,夜狩
皎月女神,Diana,黄金,11,心灵净化
皎月女神,Diana,黄金,12,吸血习性
皎月女神,Diana,黄金,13,缩小引擎
皎月女神,Diana,黄金,14,超凡邪恶
皎月女神,Diana,黄金,15,红包
皎月女神,Diana,黄金,16,祖母的辣椒油
皎月女神,Diana,黄金,17,尖端发明家
皎月女神,Diana,黄金,18,古式佳酿
皎月女神,Diana,黄金,19,循环往复
皎月女神,Diana,黄金,20,面包和黄油
皎月女神,Diana,黄金,21,任务：钢化你心
皎月女神,Diana,黄金,22,神圣干预
皎月女神,Diana,黄金,23,溢流
皎月女神,Diana,黄金,24,罪恶快感
皎月女神,Diana,黄金,25,升级：雪球
皎月女神,Diana,黄金,26,雪球扭蛋机
皎月女神,Diana,黄金,27,坦克引擎
皎月女神,Diana,黄金,28,弹球
皎月女神,Diana,黄金,29,捐赠
皎月女神,Diana,黄金,30,最终都市列车
皎月女神,Diana,黄金,31,魄罗爆破手
皎月女神,Diana,黄金,32,咏叹奏鸣
皎月女神,Diana,黄金,33,虚幻武器
皎月女神,Diana,黄金,34,关键暴击
皎月女神,Diana,黄金,35,基石法师
皎月女神,Diana,黄金,36,回力OK镖
皎月女神,Diana,黄金,37,会心治疗
皎月女神,Diana,黄金,38,面包和果酱
皎月女神,Diana,黄金,39,面包和奶酪
皎月女神,Diana,黄金,40,作弊：我能回城！
皎月女神,Diana,黄金,41,生机迸发
皎月女神,Diana,白银,1,巫师式思考
皎月女神,Diana,白银,2,自我毁灭
皎月女神,Diana,白银,3,渴血
皎月女神,Diana,白银,4,物理转魔法
皎月女神,Diana,白银,5,火狐
皎月女神,Diana,白银,6,强力护盾
皎月女神,Diana,白银,7,快中求稳
皎月女神,Diana,白银,8,升级：中娅
皎月女神,Diana,白银,9,俯冲轰炸
皎月女神,Diana,白银,10,暗影疾奔
皎月女神,Diana,白银,11,终极不可阻挡
皎月女神,Diana,白银,12,质变：黄金阶
皎月女神,Diana,白银,13,帽上加帽
皎月女神,Diana,白银,14,速度恶魔
皎月女神,Diana,白银,15,双生火焰
皎月女神,Diana,白银,16,负重爆气
皎月女神,Diana,白银,17,狂热者
皎月女神,Diana,白银,18,霸符兄弟
皎月女神,Diana,白银,19,灵巧
皎月女神,Diana,白银,20,冰霜 幽灵
皎月女神,Diana,白银,21,炼狱龙魂
皎月女神,Diana,白银,22,由心及物
皎月女神,Diana,白银,23,海洋龙魂
皎月女神,Diana,白银,24,刃下生风
皎月女神,Diana,白银,25,升级：献祭
皎月女神,Diana,白银,26,逃跑计划
皎月女神,Diana,白银,27,海克斯科技龙魂
皎月女神,Diana,白银,28,杀意翻涌
荣耀行刑官,Draven,棱彩,1,战争交响乐
荣耀行刑官,Draven,棱彩,2,踢踏舞
荣耀行刑官,Draven,棱彩,3,最万用的瞄准镜
荣耀行刑官,Draven,棱彩,4,巨人杀手
荣耀行刑官,Draven,棱彩,5,连拨击锤
荣耀行刑官,Draven,棱彩,6,双刀流
荣耀行刑官,Draven,棱彩,7,歌利亚巨人
荣耀行刑官,Draven,棱彩,8,珠光护手
荣耀行刑官,Draven,棱彩,9,秘术冲拳
荣耀行刑官,Draven,棱彩,10,亮出你的剑
荣耀行刑官,Draven,棱彩,11,质变：混沌
荣耀行刑官,Draven,棱彩,12,玻璃大炮
荣耀行刑官,Draven,棱彩,13,地狱三头犬
荣耀行刑官,Draven,棱彩,14,回归基本功
荣耀行刑官,Draven,棱彩,15,利刃华尔兹
荣耀行刑官,Draven,棱彩,16,全能龙魂
荣耀行刑官,Draven,棱彩,17,终极刷新
荣耀行刑官,Draven,棱彩,18,任务：海牛阿福的勇士
荣耀行刑官,Draven,棱彩,19,小丑学院
荣耀行刑官,Draven,棱彩,20,夺金
荣耀行刑官,Draven,棱彩,21,无限循环往复
荣耀行刑官,Draven,棱彩,22,当心小蛋糕！
荣耀行刑官,Draven,棱彩,23,扳机炼狱
荣耀行刑官,Draven,棱彩,24,飞身踢
荣耀行刑官,Draven,黄金,1,裁决使
荣耀行刑官,Draven,黄金,2,闪电打击
荣耀行刑官,Draven,黄金,3,更万用的瞄准镜
荣耀行刑官,Draven,黄金,4,灵魂虹吸
荣耀行刑官,Draven,黄金,5,穿针引线
荣耀行刑官,Draven,黄金,6,质变：棱彩阶
荣耀行刑官,Draven,黄金,7,一板一眼
荣耀行刑官,Draven,黄金,8,罪恶快感
荣耀行刑官,Draven,黄金,9,暴击律动
荣耀行刑官,Draven,黄金,10,升级：无尽之刃
荣耀行刑官,Draven,黄金,11,升级：狂妄
荣耀行刑官,Draven,黄金,12,吸血习性
荣耀行刑官,Draven,黄金,13,暴击飞弹
荣耀行刑官,Draven,黄金,14,火上浇油
荣耀行刑官,Draven,黄金,15,有始有终
荣耀行刑官,Draven,黄金,16,关键暴击
荣耀行刑官,Draven,黄金,17,缩小射线
荣耀行刑官,Draven,黄金,18,接二连三
荣耀行刑官,Draven,黄金,19,会心治疗
荣耀行刑官,Draven,黄金,20,魔法飞弹
荣耀行刑官,Draven,黄金,21,心灵净化
荣耀行刑官,Draven,黄金,22,缩小引擎
荣耀行刑官,Draven,黄金,23,捐赠
荣耀行刑官,Draven,黄金,24,红包
荣耀行刑官,Draven,黄金,25,魄罗爆破手
荣耀行刑官,Draven,黄金,26,双发快射
荣耀行刑官,Draven,黄金,27,虚幻武器
荣耀行刑官,Draven,黄金,28,回力OK镖
荣耀行刑官,Draven,黄金,29,古式佳酿
荣耀行刑官,Draven,黄金,30,循环往复
荣耀行刑官,Draven,黄金,31,无休回复
荣耀行刑官,Draven,黄金,32,易损
荣耀行刑官,Draven,黄金,33,面包和黄油
荣耀行刑官,Draven,黄金,34,闪现向前
荣耀行刑官,Draven,黄金,35,杀戮时间到了
荣耀行刑官,Draven,黄金,36,神圣干预
荣耀行刑官,Draven,黄金,37,溢流
荣耀行刑官,Draven,黄金,38,作弊：我能回城！
荣耀行刑官,Draven,黄金,39,坦克引擎
荣耀行刑官,Draven,黄金,40,吞噬灵魂
荣耀行刑官,Draven,黄金,41,最终都市列车
荣耀行刑官,Draven,黄金,42,生机迸发
荣耀行刑官,Draven,黄金,43,咏叹奏鸣
荣耀行刑官,Draven,白银,1,灵巧
荣耀行刑官,Draven,白银,2,残暴之力
荣耀行刑官,Draven,白银,3,台风
荣耀行刑官,Draven,白银,4,渴血
荣耀行刑官,Draven,白银,5,万用瞄准镜
荣耀行刑官,Draven,白银,6,升级：收集者
荣耀行刑官,Draven,白银,7,大力
荣耀行刑官,Draven,白银,8,炼狱龙魂
荣耀行刑官,Draven,白银,9,点亮他们！
荣耀行刑官,Draven,白银,10,扇巴掌
荣耀行刑官,Draven,白银,11,魔法转物理
荣耀行刑官,Draven,白银,12,旋转至胜
荣耀行刑官,Draven,白银,13,质变：黄金阶
荣耀行刑官,Draven,白银,14,活力再生
荣耀行刑官,Draven,白银,15,速度恶魔
荣耀行刑官,Draven,白银,16,霸符兄弟
荣耀行刑官,Draven,白银,17,唯快不破
荣耀行刑官,Draven,白银,18,防护面纱
荣耀行刑官,Draven,白银,19,会心防御
荣耀行刑官,Draven,白银,20,家园卫士
荣耀行刑官,Draven,白银,21,练腿日
荣耀行刑官,Draven,白银,22,逃跑计划
荣耀行刑官,Draven,白银,23,海克斯科技龙魂
荣耀行刑官,Draven,白银,24,负重爆气
荣耀行刑官,Draven,白银,25,由暴生急
荣耀行刑官,Draven,白银,26,杀意翻涌
祖安狂人,DrMundo,棱彩,1,歌利亚巨人
祖安狂人,DrMundo,棱彩,2,慢炖
祖安狂人,DrMundo,棱彩,3,蛋白粉奶昔
祖安狂人,DrMundo,棱彩,4,最终形态
祖安狂人,DrMundo,棱彩,5,任务：艾卡西亚的陷落
祖安狂人,DrMundo,棱彩,6,飞身踢
祖安狂人,DrMundo,棱彩,7,量子计算
祖安狂人,DrMundo,棱彩,8,踢踏舞
祖安狂人,DrMundo,棱彩,9,终极刷新
祖安狂人,DrMundo,棱彩,10,风语者的祝福
祖安狂人,DrMundo,棱彩,11,质变：混沌
祖安狂人,DrMundo,棱彩,12,砍伤
祖安狂人,DrMundo,棱彩,13,无限循环往复
祖安狂人,DrMundo,棱彩,14,舞会女王
祖安狂人,DrMundo,棱彩,15,你摸不到
祖安狂人,DrMundo,棱彩,16,科学狂人
祖安狂人,DrMundo,棱彩,17,全能龙魂
祖安狂人,DrMundo,棱彩,18,小丑学院
祖安狂人,DrMundo,棱彩,19,史上最大雪球
祖安狂人,DrMundo,棱彩,20,终极唤醒
祖安狂人,DrMundo,棱彩,21,当心小蛋糕！
祖安狂人,DrMundo,棱彩,22,魄罗之王的弹跳
祖安狂人,DrMundo,黄金,1,尖端发明家
祖安狂人,DrMundo,黄金,2,星界躯体
祖安狂人,DrMundo,黄金,3,坚韧
祖安狂人,DrMundo,黄金,4,古式佳酿
祖安狂人,DrMundo,黄金,5,会心治疗
祖安狂人,DrMundo,黄金,6,任务：钢化你心
祖安狂人,DrMundo,黄金,7,质变：棱彩阶
祖安狂人,DrMundo,黄金,8,坦克引擎
祖安狂人,DrMundo,黄金,9,咏叹奏鸣
祖安狂人,DrMundo,黄金,10,黎明使者的坚决
祖安狂人,DrMundo,黄金,11,魔鬼之舞
祖安狂人,DrMundo,黄金,12,关键暴击
祖安狂人,DrMundo,黄金,13,无休回复
祖安狂人,DrMundo,黄金,14,面包和黄油
祖安狂人,DrMundo,黄金,15,圣火
祖安狂人,DrMundo,黄金,16,神圣干预
祖安狂人,DrMundo,黄金,17,作弊：我能回城！
祖安狂人,DrMundo,黄金,18,升级：雪球
祖安狂人,DrMundo,黄金,19,升级：狂妄
祖安狂人,DrMundo,黄金,20,雪球扭蛋机
祖安狂人,DrMundo,黄金,21,弹球
祖安狂人,DrMundo,黄金,22,缩小引擎
祖安狂人,DrMundo,黄金,23,捐赠
祖安狂人,DrMundo,黄金,24,红包
祖安狂人,DrMundo,黄金,25,最终都市列车
祖安狂人,DrMundo,黄金,26,生机迸发
祖安狂人,DrMundo,黄金,27,虚幻武器
祖安狂人,DrMundo,黄金,28,回力OK镖
祖安狂人,DrMundo,黄金,29,循环往复
祖安狂人,DrMundo,黄金,30,更万用的瞄准镜
祖安狂人,DrMundo,黄金,31,缩小射线
祖安狂人,DrMundo,黄金,32,灵魂虹吸
祖安狂人,DrMundo,黄金,33,易损
祖安狂人,DrMundo,黄金,34,面包和奶酪
祖安狂人,DrMundo,黄金,35,杀戮时间到了
祖安狂人,DrMundo,黄金,36,心灵净化
祖安狂人,DrMundo,白银,1,急救用具
祖安狂人,DrMundo,白银,2,冰霜 幽灵
祖安狂人,DrMundo,白银,3,山脉龙魂
祖安狂人,DrMundo,白银,4,自我毁灭
祖安狂人,DrMundo,白银,5,重量级打击手
祖安狂人,DrMundo,白银,6,质变：黄金阶
祖安狂人,DrMundo,白银,7,升级：献祭
祖安狂人,DrMundo,白银,8,速度恶魔
祖安狂人,DrMundo,白银,9,升级：荆棘之甲
祖安狂人,DrMundo,白银,10,大力
祖安狂人,DrMundo,白银,11,俯冲轰炸
祖安狂人,DrMundo,白银,12,侵蚀
祖安狂人,DrMundo,白银,13,会心防御
祖安狂人,DrMundo,白银,14,终极不可阻挡
祖安狂人,DrMundo,白银,15,魔法转物理
祖安狂人,DrMundo,白银,16,练腿日
祖安狂人,DrMundo,白银,17,逃跑计划
祖安狂人,DrMundo,白银,18,霸符兄弟
祖安狂人,DrMundo,白银,19,防护面纱
祖安狂人,DrMundo,白银,20,冰寒
祖安狂人,DrMundo,白银,21,炼狱龙魂
祖安狂人,DrMundo,白银,22,退敌力场
祖安狂人,DrMundo,白银,23,家园卫士
祖安狂人,DrMundo,白银,24,渴血
祖安狂人,DrMundo,白银,25,万用瞄准镜
祖安狂人,DrMundo,白银,26,强力护盾
祖安狂人,DrMundo,白银,27,海克斯科技龙魂
祖安狂人,DrMundo,白银,28,杀意翻涌
时间刺客,Ekko,棱彩,1,全凭身法
时间刺客,Ekko,棱彩,2,尤里卡
时间刺客,Ekko,棱彩,3,珠光护手
时间刺客,Ekko,棱彩,4,任务：沃格勒特的巫师帽
时间刺客,Ekko,棱彩,5,巨人杀手
时间刺客,Ekko,棱彩,6,小丑学院
时间刺客,Ekko,棱彩,7,无限循环往复
时间刺客,Ekko,棱彩,8,大地苏醒
时间刺客,Ekko,棱彩,9,终极刷新
时间刺客,Ekko,棱彩,10,质变：混沌
时间刺客,Ekko,棱彩,11,不祥契约
时间刺客,Ekko,棱彩,12,最终形态
时间刺客,Ekko,棱彩,13,利刃华尔兹
时间刺客,Ekko,棱彩,14,炼狱导管
时间刺客,Ekko,棱彩,15,量子计算
时间刺客,Ekko,棱彩,16,踢踏舞
时间刺客,Ekko,棱彩,17,史上最大雪球
时间刺客,Ekko,棱彩,18,夺金
时间刺客,Ekko,棱彩,19,终极唤醒
时间刺客,Ekko,棱彩,20,神圣雪球
时间刺客,Ekko,棱彩,21,舞会女王
时间刺客,Ekko,棱彩,22,当心小蛋糕！
时间刺客,Ekko,棱彩,23,虚空裂隙
时间刺客,Ekko,棱彩,24,飞身踢
时间刺客,Ekko,黄金,1,裁决使
时间刺客,Ekko,黄金,2,有始有终
时间刺客,Ekko,黄金,3,狂徒豪气
时间刺客,Ekko,黄金,4,穿针引线
时间刺客,Ekko,黄金,5,神射法师
时间刺客,Ekko,黄金,6,魔法飞弹
时间刺客,Ekko,黄金,7,超强大脑
时间刺客,Ekko,黄金,8,质变：棱彩阶
时间刺客,Ekko,黄金,9,夜狩
时间刺客,Ekko,黄金,10,吸血习性
时间刺客,Ekko,黄金,11,缩小引擎
时间刺客,Ekko,黄金,12,超凡邪恶
时间刺客,Ekko,黄金,13,红包
时间刺客,Ekko,黄金,14,尖端发明家
时间刺客,Ekko,黄金,15,虚幻武器
时间刺客,Ekko,黄金,16,基石法师
时间刺客,Ekko,黄金,17,古式佳酿
时间刺客,Ekko,黄金,18,循环往复
时间刺客,Ekko,黄金,19,面包和黄油
时间刺客,Ekko,黄金,20,面包和奶酪
时间刺客,Ekko,黄金,21,杀戮时间到了
时间刺客,Ekko,黄金,22,神圣干预
时间刺客,Ekko,黄金,23,溢流
时间刺客,Ekko,黄金,24,罪恶快感
时间刺客,Ekko,黄金,25,升级：雪球
时间刺客,Ekko,黄金,26,雪球扭蛋机
时间刺客,Ekko,黄金,27,心灵净化
时间刺客,Ekko,黄金,28,弹球
时间刺客,Ekko,黄金,29,吞噬灵魂
时间刺客,Ekko,黄金,30,捐赠
时间刺客,Ekko,黄金,31,最终都市列车
时间刺客,Ekko,黄金,32,祖母的辣椒油
时间刺客,Ekko,黄金,33,魄罗爆破手
时间刺客,Ekko,黄金,34,咏叹奏鸣
时间刺客,Ekko,黄金,35,升级：耀光
时间刺客,Ekko,黄金,36,关键暴击
时间刺客,Ekko,黄金,37,回力OK镖
时间刺客,Ekko,黄金,38,无休回复
